A CHRISTMAS CAROL	クリスマス・カロル
Scrooge listened to this dialogue in horror.	スクルージは慄然としながらこの対話に耳を傾けていた。
As they sat grouped about their spoil, in the scanty light afforded by the old man's lamp, he viewed them with a detestation and disgust, which could hardly have been greater, though the demons, marketing the corpse itself.	例の老爺さんの洋灯から出る乏しい光の下に、銘々の分捕品を取り捲いて、彼等が坐っていた時、彼はたとい、彼等が死骸其者を売買する醜怪な悪鬼どもであったとしても、よもこれより烈しくはあるまいと思われるほどの憎悪と嫌忌の情を以てそれを見やったものだ。
`Ha, ha!' laughed the same woman, when old Joe, producing a flannel bag with money in it, told out their several gains upon the ground.	老ジョーが銭の入っているフランネルの嚢を取り出して、床の上に銘々の所得を数え立てた時に、例の女は「はッ、はァ！」と、笑った。
`This is the end of it, you see.	「これが事の結末（むすび）でさあね。
He frightened every one away from him when he was alive, to profit us when he was dead!	彼奴が生きていた時分は、誰でも彼でも脅（おど）かして傍（そば）へ寄せ附けなかったものだが、そのお蔭で死んでから私達を儲けさしてくれたよ。
Ha, ha, ha!'	はッ、はッ、はァ！」
`Spirit,'	「精霊殿！」
said Scrooge, shuddering from head to foot.	と、スクルージは頭から足の爪先までぶるぶると顫えながら云った。
`I see,	「分りました。
I see.	分りました。
The case of this unhappy man might be my own.	この不幸な人間のように私もなるかも知れませんね。
My life tends that way, now.	今では、私の生活もそちらの方へ向いて居ります。
Merciful Heaven, what is this?'	南無三、こりゃどうしたのでしょう！」
He recoiled in terror, for the scene had changed,	目の前の光景が一変したので、彼はぎょっとして後へ退った。
and now he almost touched a bed:	彼は今やほとんど一つの寝床に触れようとしていたのだ。
a bare, uncurtained bed:	帷幄も何もない露出（むきだ）しの寝床である。
on which, beneath a ragged sheet, there lay a something covered up,	その寝床の上には、ぼろぼろの敷布に蔽われて、何物かが横わっていた。
which, though it was dumb, announced itself in awful language.	それは何とも物は云わないが、畏ろしい言葉でそれが何物であるかを宣言していた。
The room was very dark, too dark to be observed with any accuracy, though Scrooge glanced round it in obedience to a secret impulse, anxious to know what kind of room it was.	この部屋は非常に暗かった、どんな風の部屋であるか知りたいと思う内心の衝動に従って、スクルージはその部屋の中をぐるりと見廻わしては見たが、少しでも精密に見分けようとするには余りに暗かった。
A pale light, rising in the outer air, fell straight upon the bed;	戸外の空中に昇りかけた（朝の太陽の）薄白い光が真直に寝床の上に落ちた。
and on it, plundered and bereft, unwatched, unwept, uncared for, was the body of this man.	するとその寝床の上に、何も彼も剥ぎ取られ、奪われて、誰一人見張っている者もなければ、泣いてやる者もなく、世話の仕手（して）もないままで、この男の死体が横わっていた。
Scrooge glanced towards the Phantom.	スクルージは精霊の方を見やった。
Its steady hand was pointed to the head.	そのびくともしない手は死体の頭部を指していた。
The cover was so carelessly adjusted that the slightest raising of it, the motion of a finger upon Scrooge's part, would have disclosed the face.	覆い物は、一寸それを持ち上げただけでも、スクルージの方で指一本を動かしただけでも、その面部を露出しただろうと思われるほど、いかにもぞんざいに当てがわれていた。
He thought of it,	彼はその事について考えた。
felt how easy it would be to do, and longed to do it;	そうするのがいかにも造作ないことだと云うことにも気が附いた、結局そうしたいとも思って見た。
but had no more power to withdraw the veil than to dismiss the spectre at his side.	が自分の傍からこの精霊を退散させる力が自分にないと同様に、この覆い物を引（ひ）き剥（め）くるだけの力がどうしても彼にはなかった。
Oh cold, cold, rigid, dreadful Death, set up thine altar here,	お、冷たい、冷たい、硬直な、怖ろしい死よ、ここに汝の祭壇を設（しつら）えよ。
and dress it with such terrors as thou hast at thy command:	そして、汝の命令のままになるような、さまざまの恐怖をもてその祭壇を装飾せよ。
for this is thy dominion.	こは汝の領国なればなり。
But of the loved, revered, and honoured head, thou canst not turn one hair to thy dread purposes, or make one feature odious.	ながらしかし愛されたる、尊敬せられたる、名誉づけられたる頭からは、その髪の毛一本たりとも汝の恐ろしき目的のために動かすことは出来ないし、その目鼻立ちの一つでも見苦しいものにすることは出来ない。
