BOTCHAN (MASTER DARLING)	坊っちゃん
and Clown writhed under the grip of Porcupine who twisted him sideways and threw him down on the floor with a bang.	と振りもがくところを横に捩（ねじ）ったら、すとんと倒（たお）れた。
I do not know the rest.	あとはどうなったか知らない。
I parted from Hubbard Squash on the way, and it was past eleven when I returned home.	途中（とちゅう）でうらなり君に別れて、うちへ帰ったら十一時過ぎだった。
The town is going to celebrate a Japanese victory to-day, and there is no school.	祝勝会で学校はお休みだ。
The celebration is to be held at the parade ground, and Badger is to take out all the students and attend the ceremony.	練兵場（れんぺいば）で式があるというので、狸（たぬき）は生徒を引率して参列しなくてはならない。
As one of the instructors, I am to go with them.	おれも職員の一人（ひとり）としていっしょにくっついて行くんだ。
The streets are everywhere draped with flapping national flags almost enough to dazzle the eyes.	町へ出ると日の丸だらけで、まぼしいくらいである。
There were as many as eight hundred students in all, and it was arranged, under the direction of the teacher of physical culture to divide them into sections with one teacher or two to lead them.	学校の生徒は八百人もあるのだから、体操の教師が隊伍（たいご）を整えて、一組一組の間を少しずつ明けて、それへ職員が一人か二人（ふたり）ずつ監督（かんとく）として割り込（こ）む仕掛（しか）けである。
The arrangement itself was quite commendable, but in its actual operation the whole thing went wrong.	仕掛（しかけ）だけはすこぶる巧妙（こうみょう）なものだが、実際はすこぶる不手際である。
All students are mere kiddies who, ever too fresh, regard it as beneath their dignity not to break all regulations.	生徒は小供（こども）の上に、生意気で、規律を破らなくっては生徒の体面にかかわると思ってる奴等（やつら）だから、
This rendered the provision of teachers among them practically useless.	職員が幾人（いくたり）ついて行ったって何の役に立つもんか。
They would start marching songs without being told to, and if they ceased the marching songs, they would raise devilish shouts without cause.	命令も下さないのに勝手な軍歌をうたったり、軍歌をやめるとワーと訳もないのに鬨（とき）の声を揚（あ）げたり、
Their behavior would have done credit to the gang of tramps parading the streets demanding work.	まるで浪人（ろうにん）が町内をねりあるいてるようなものだ。
When they neither sing nor shout, they tee-hee and giggle.	軍歌も鬨の声も揚げない時はがやがや何か喋舌（しゃべ）ってる。
Why they cannot walk without these disorder, passes my understanding, but all Japanese are born with their mouths stuck out, and no kick will ever be strong enough to stop it.	喋舌らないでも歩けそうなもんだが、日本人はみな口から先へ生れるのだから、いくら小言を云（い）ったって聞きっこない。
Their chatter is not only of simple nature, but about the teachers when their back is turned.	喋舌るのもただ喋舌るのではない、教師のわる口を喋舌るんだから、
What a degraded bunch!	下等だ。
I made the students apologize to me on the dormitory affair, and considered the incident closed.	おれは宿直事件で生徒を謝罪さして、まあこれならよかろうと思っていた。
But I was mistaken.	ところが実際は大違（おおちが）いである。
To borrow the words of the old lady in the boarding house, I was surely wrong Mr. Wright.	下宿の婆（ばあ）さんの言葉を借りて云えば、正に大違いの勘五郎（かんごろう）である。
The apology they offered was not prompted by repentance in their hearts.	生徒があやまったのは心（しん）から後悔（こうかい）してあやまったのではない。
They had kowtowed as a matter of form by the command of the principal.	ただ校長から、命令されて、形式的に頭を下げたのである。
Like the tradespeople who bow their heads low but never give up cheating the public, the students apologize but never stop their mischiefs.	商人が頭ばかり下げて、狡（ずる）い事をやめないのと一般で生徒も謝罪だけはするが、いたずらは決してやめるものでない。
Society is made up, I think it probable, of people just like those students.	よく考えてみると世の中はみんなこの生徒のようなものから成立しているかも知れない。
One may be branded foolishly honest if he takes seriously the apologies others might offer.	人があやまったり詫（わ）びたりするのを、真面目（まじめ）に受けて勘弁するのは正直過ぎる馬鹿（ばか）と云うんだろう。
We should regard all apologies a sham and forgiving also as a sham;	あやまるのも仮りにあやまるので、勘弁するのも仮りに勘弁するのだと思ってれば
then everything would be all right.	差（さ）し支（つか）えない。
If one wants to make another apologize from his heart, he has to pound him good and strong until he begs for mercy from his heart.	もし本当にあやまらせる気なら、本当に後悔するまで叩（たた）きつけなくてはいけない。
As I walked along between the sections, I could hear constantly the voices mentioning "tempura" or "dango."	おれが組と組の間にはいって行くと、天麩羅（てんぷら）だの、団子（だんご）だの、と云う声が絶えずする。
