FATTY COON AT HOME	ふとっちょあらいぐまの家
Fatty Coon felt very important, as he led the way across the swamp and into the woods.	7 お母さんの先に立って沼を横ぎり、森に入る道すがら、これは重大事だとふとっちょあらいぐまは思いました。
It was not often that he could show his mother anything.	お母さんを案内することなんてめったにありませんもの。
And he was so proud that he almost forgot his fright.	彼は誇らしい気分にひたるあまり、恐ろしいのをほとんど忘れかけました。
"I guess you're glad I have sharp eyes,"	8 「ぼくの目がするどいんで、お母さんもよかっただろ」
he said, as they hurried along.	道をいそぎながら、ふとっちょは言いました。
"If the tracks are as big as you say they are, your eyes wouldn't have to be very sharp to see them,"	9 「その足あとがお前が言うほど大きいんなら、たいしてするどくなくたって見えるだろう」
his mother told him.	お母さんはふとっちょに言いました。
Mrs. Coon never liked to hear her children boast.	あらいぐま夫人は、自分の子が自慢話をするのを聞くのが大嫌いでした。
She knew that boasting is one of the most unpleasant things anyone can do.	どんな者であろうと自慢話をするのは嫌がられることの一つであるのを、知っていたのです。
"Well	10 「ふーん
--maybe you don't think I saw the monster's tracks at all,"	……ぼくが怪物の足あとを見たっていうの、ぜんぜん信じてないんだね」
said Fatty.	ふとっちょは言いました。
"Maybe you don't think I heard him screech--"	「ぼくがあいつの絶叫を聞いたっていうのも――」
"When did you hear him screech?"	11 「いつ絶叫を聞いたんだって？」
Mrs. Coon asked.	あらいぐま夫人がたずねました。
"This is the first you've said about SCREECHING.	「『絶叫』だなんて言うの、これが初めてじゃないか。
When was it?"	それはいつのことなの？」
"Last summer,"	12 「去年の夏だよう」
Fatty answered.	ふとっちょが言いました。
Mrs. Coon didn't smile.	13 あらいぐま夫人は笑いませんでした。
Perhaps she was too worried for that.	おそらく、あんまり心配しすぎていたせいでしょう。
"It may not be the same monster,"	14 「同じ怪物ではないかもしれないよ」
she said.	あらいぐま夫人は言いました。
"It may not be a monster at all."	「ちっとも怪物ではないかもしれないよ」
But by this time Fatty was sure he was right.	15 けれど今回は、ふとっちょは自分は間違っていないと確信していました。
He was sure he knew more than his mother.	ふとっちょは、お母さんよりも自分のほうが多くのことを知っているのだと確信しました。
"Why can't we go right over to Farmer Green's and take some of his chickens?"	16 「このまま農夫のグリーンさんの家へ行こうよ、ニワトリをつかまえにさ」
he asked.	ふとっちょは言いました。
"The monster has probably eaten him by this time,	「あの怪物、今ごろきっとグリーンさんを食べてるよ。
and all his family, too."	グリーンさんの家族も全員ね」
But Mrs. Coon would do no such thing.	17 けれどあらいぐま夫人は、そんなことをするつもりはありませんでした。
"Show me the tracks,"	18 「足あとをお見せ」
she said firmly.	あらいぐま夫人はがんとして言いました。
And so they went on into the woods.	そして、ふたりは森の中に入っていきました。
"There they are!"	19 「これだよ！」
Fatty cried, a few minutes later.	数分後、ふとっちょあらいぐまはさけびました。
"See, Mother!	「ほらね、お母さん！
They're even bigger than I said."	ぼくが言ったよりも大きいくらいじゃないか」
He heard a funny noise behind him, then.	ふとっちょあらいぐまは、背後がおかしな音がするのを聞きました。
And when Fatty Coon looked around he saw that his mother was actually holding her sides,	辺りを見まわしてみますと、まさにお母さんが両腕でわき腹を抱え込んだところでした。
she was laughing so hard.	お母さんは、はげしく笑い転げました。
"Those are Farmer Green's tracks,"	20 「それは農夫のグリーンの足あとさ」
she said, as soon as she could stop laughing long enough to speak.	さんざん笑ってようやく話せるようになると、お母さんはすぐさま言いました。
"What	21 「どうして
--as big as that?"	……こんなに大きいんだよ？」
