STORY OF THE DOOR	ドアにまつわる話
it was partly in a dream that I came home to my own house and got into bed.	自分の家にかえってベッドに入るのも夢心地だった。
I slept after the prostration of the day, with a stringent and profound slumber which not even the nightmares that wrung me could avail to break.	その日は疲れはて、ぐっすりと深く眠り込んで、私を苦しめる悪夢でさえその眠りをさますことはできなかった。
I awoke in the morning shaken, weakened, but refreshed.	朝でもつかれはて、力がぬけた状態で目をさましたが、気分はさわやかだった。
I still hated and feared the thought of the brute that slept within me, and I had not of course forgotten the appalling dangers of the day before;	私は自分のなかにある獣のことを考えると憎しみや恐れをいだいたが、もちろん前日のぞっとするような危険のことは、忘れようとしても忘れられなかった。
but I was once more at home, in my own house and close to my drugs;	しかし再び自分の家の部屋にもどり、薬も近くにあった。
and gratitude for my escape shone so strong in my soul that it almost rivalled the brightness of hope.	無事に逃げて帰れたことで、心は希望の光にてらされるのと同じくらい強く輝くのだった。
I was stepping leisurely across the court after breakfast,	朝食後に私はリラックスして庭を歩いていた。
drinking the chill of the air with pleasure, when I was seized again with those indescribable sensations that heralded the change;	ひんやりした空気を楽しんでいると、ふたたびあの変化のさきがけの何とも言いようがない感覚におそわれた。
and I had but the time to gain the shelter of my cabinet, before I was once again raging and freezing with the passions of Hyde.	そして書斎まで逃げて帰ってくるだけの時間しかなく、私は再びハイドの激情にかられ、怒りにおそわれ同時にぞっとする思いだった。
It took on this occasion a double dose to recall me to myself;	自分にもどるには、二倍の量の薬をのまなければならなかった。
and alas!	そしてなんてことだろうか！
Six hours after, as I sat looking sadly in the fire, the pangs returned, and the drug had to be re-administered.	６時間後には、暖炉の側にさびしげに座っていると、激痛がもどってきて、薬をまた飲まなければならなかった。
In short, from that day forth it seemed only by a great effort as of gymnastics, and only under the immediate stimulation of the drug, that I was able to wear the countenance of Jekyll.	つまり、その日から体の鍛錬をしているような非常な努力をしているときか、薬の効き目があるときだけ、ジキルの姿でいることができるのだった。
At all hours of the day and night, I would be taken with the premonitory shudder;	昼も夜も、私は変化の前ぶれのぞっとするような気分に襲われた。
