A DOG OF FLANDERS	フランダースの犬
Above, the veils were drawn back from the great visions of Rubens, and the fresh rays of the sunrise touched the thorn-crowned head of the Christ.	二人の上では、おおいがルーベンスのすばらしい名画からはずされ、朝日の新鮮な光がいばらの冠をかぶったキリストの頭を照らしていました。
As the day grew on there came an old, hard-featured man who wept as women weep.	日が高くなると、年老いた、険しい顔つきの男が、女のように泣きながらやってきました。
"I was cruel to the lad,"	「おれは、この子にひどくつらくあたってきた。」
he muttered;	彼はつぶやきました。
"and now I would have made amends,	「やっと今、償いをするはずだったのに。
--yea, to the half of my substance,--and he should have been to me as a son."	そうだ、財産の半分をやって、将来は、おれの息子になってたはずだったのに。」
There came also, as the day grew apace, a painter who had fame in the world,	さらに日が高くなると、世界的に有名な画家もやってきました。
and who was liberal of hand and of spirit.	その画家は、物惜しみをしない、度量の大きな人物でした。
"I seek one who should have had the prize yesterday had worth won,"	「わしは、昨日賞を当然得るべきだった少年を捜しておるんじゃ。
he said to the people	その子は、まれに見る将来有望な天才なんじゃよ。」
--"a boy of rare promise and genius.	とみんなに言いました。
An old wood-cutter on a fallen tree at eventide--that was all his theme;	「たそがれ時に倒れた木に腰かけている、年をとったきこり−ーその子の絵は、ただそれを描いただけのものじゃった。
but there was greatness for the future in it.	けれども、その絵には将来の偉大さが隠されておった。
I would fain find him, and take him with me and teach him art."	何とかその子を見つけ出して、連れて帰って芸術をしこんでやりたいものじゃ。」
And a little child with curling fair hair, sobbing bitterly as she clung to her father's arm, cried aloud,	それから金髪の巻き毛の女の子が、父親の腕にしがみつきながらはげしくすすり泣き、
"Oh, Nello, come!	「ネロ、きてちょうだい！」
We have all ready for thee.	「もう準備はできてるのよ。
The Christ-child's hands are full of gifts, and the old piper will play for us;	幼子キリストの格好をした子どもが手にクリスマスのプレゼントをいっぱい持ってるし、笛吹きのおじいさんが、私たちのために笛を吹いてくれることになってるのよ。
and the mother says thou shalt stay by the hearth and burn nuts with us all the Noel week long--yes, even to the Feast of the Kings!	それに、お母さんは、あなたがクリスマスの週の間中ずっと、いや、そうよ、その後の王様のお祭りの間までだってうちにいて、暖炉のそばでわたしたちみんなと一緒にクルミを焼いたりしてていいわよ、って言ってるのよ。
And Patrasche will be so happy!	パトラッシュも、とっても喜ぶわよ！
Oh, Nello,	ああ、ネロ。
wake and come!"	起きて、きてちょうだい！」
But the young pale face, turned upward to the light of the great Rubens with a smile upon its mouth, answered them all,	しかし、若く青白い顔は、光輝くルーベンスの名画に向けられ、口元に笑みを浮かべながら、彼ら皆に答えました。
