Alice's Adventures in Wonderland	不思議の国のアリス
she had sat down with her face in her hands, wondering if anything would EVER happen in a natural way again.	すわって、顔を両手でおおって、もうこの先二度と、なにもふつうにはおきないのかしら、と考えていました。
`I should like to have it explained,'	「説明してもらえないかしらぁ」
said the Mock Turtle.	とにせウミガメ。
`She can't explain it,'	「説明できないよ、この子」
said the Gryphon hastily.	とグリフォンがいそいで言います。
`Go on with the next verse.'	「つぎんとこ、やってごらん」
`But about his toes?' the Mock Turtle persisted.	「でもつま先はどうなるのぉ？
`How COULD he turn them out with his nose, you know?'	だってロブスターが、どうやったらそれを鼻でそとに向けるのぉ、ねえ？」
`It's the first position in dancing.'	「おどりの最初のポジションよ」
Alice said;	とアリスは言いました。
but was dreadfully puzzled by the whole thing, and longed to change the subject.	が、なにもかもとんでもなく頭がこんがらがっていて、話題を変えたくてしかたありませんでした。
`Go on with the next verse,'	「つぎんとこ、やってごらん」
the Gryphon repeated impatiently:	グリフォンが、まちきれないようすで言いました。
`it begins "I passed by his garden."'	「出だしは『とおりすがりにそいつの庭で』だよ」
Alice did not dare to disobey, though she felt sure it would all come wrong, and she went on in a trembling voice:--	アリスはとてもさからったりできませんでしたが、でもぜったいにぜんぶめちゃくちゃになるな、と思ったので、ふるえる声でつづけました：
`I passed by his garden, and marked, with one eye,	「とおりすがりにそいつの庭で、わたしが片目で見たことにゃ
How the Owl and the Panther were sharing a pie--'	ヒョウとオウムがパイをわけ――
The Panther took pie-crust, and gravy, and meat,	ヒョウがたべたはパイ皮、肉汁と肉
While the Owl had the dish as its share of the treat.	オウムの分け前、お皿だけ。
When the pie was all finished, the Owl, as a boon,	パイがおわるとおなさけに
Was kindly permitted to pocket the spoon:	オウムはおさじをもちかえり
While the Panther received knife and fork with a growl,	ヒョウはうなってナイフとフォーク
And concluded the banquet--]	夕餉（ゆうげ）のしめは、あわれな――」
`What IS the use of repeating all that stuff,'	「こんなの暗唱してもらってどうしろってゆーの？」
the Mock Turtle interrupted,	とにせウミガメが口をはさみます。
`if you don't explain it as you go on?	「とちゅうで説明してくれなきゃ！
It's by far the most confusing thing I ever heard!'	ぼくがこれまで聞いた中で、一番わけわからんしろものだわ！」
`Yes, I think you'd better leave off,'	「うん、そのくらいにしとこうね」
said the Gryphon:	とグリフォンが言って、
and Alice was only too glad to do so.	アリスはよろこんでそれにしたがいました。
`Shall we try another figure of the Lobster Quadrille?' the Gryphon went on.	グリフォンがつづけます。
`Or would you like the Mock Turtle to sing you a song?'	それともにせウミガメに歌をうたってほしい？」
`Oh, a song, please, if the Mock Turtle would be so kind,'	「ああ、歌がいいです、おねがい、にせウミガメさんさえよろしければ」
Alice replied, so eagerly that the Gryphon said, in a rather offended tone,	アリスのへんじがあまりに熱心だったので、グリフォンはちょっと気を悪くしたようです。
`Hm!	「ふん、
No accounting for tastes!	まあいろんなしゅみの人がいるからね！
Sing her "Turtle Soup," will you, old fellow?'	おいだんな、この子に『ウミガメスープ』をうたってやってくんない？」
The Mock Turtle sighed deeply, and began, in a voice sometimes choked with sobs, to sing this:--	にせウミガメはふかいためいきをつくと、ときどきすすり泣きでつっかえる声で、こんな歌をうたいだしました：
`Beautiful Soup, so rich and green,	「みごとなスープ、みどりのどろどろ
Waiting in a hot tureen!	あつあつおなべでまっている！
Who for such dainties would not stoop?	だれでものりだすすてきな美食！
Soup of the evening, beautiful Soup!	ゆうべのスープ、みごとなスープ
Soup of the evening, beautiful Soup!	ゆうべのスープ、みごとなスープ
Beau--ootiful Soo--oop!	みぃぃごとぉなスゥゥゥプ！
Beau--ootiful Soo--oop!	みぃぃごとぉなスゥゥゥプ！
Soo--oop of the e--e--evening,	ゆぅぅぅべのスゥゥゥプゥ！
Beautiful, beautiful Soup!	みごとなみごとなスープ！」
`Beautiful Soup!	「みごとなスープ！
Who cares for fish, Game, or any other dish?	さかなもおにくもサラダもいらぬ！
Who would not give all else for two	二ペンスほどのみごとなスープ
Pennyworth only of beautiful Soup?	でだれもがすべてをなげだしましょう！
Pennyworth only of beautiful Soup?	みごとなスープが一ペンス！
Beau--ootiful Soo--oop!	みぃぃごとぉなスゥゥゥプ！
Beau--ootiful Soo--oop!	みぃぃごとぉなスゥゥゥプ！
Soo--oop of the e--e--evening,	ゆぅぅぅべのスゥゥゥプゥ！
Beautiful, beauti--FUL SOUP!'	みごとなみぃごとなスゥゥゥゥプ！」
`Chorus again!'	「さあ、サビをもう一度！」
cried the Gryphon, and the Mock Turtle had just begun to repeat it,	とグリフォンがさけんで、にせウミガメがちょうどそれをくりかえしはじめたとき、
when a cry of `The trial's beginning!' was heard in the distance.	遠くのほうで「裁判がはじまるぞ！」とさけびがきこえました。
