Aesop's Fables	タウンゼント版イソップ寓話集
Then they who had spared his life, fearing for their safety, surrendered to him their flocks and begged only for their lives.	この前ヒョウを助けた人たちは、殺されるのではないかと恐怖して、ヒツジの群を引き渡すので、命ばかりは助けてくれるようにと懇願した。
To them the Panther made this reply:	すると、ヒョウは彼らにこう答えた。
"I remember alike those who sought my life with stones, and those who gave me food aside,	「私は、石を投げて命を奪おうとした者たちを覚えているし、食べ物を与えてくれた者たちのことも覚えている。
therefore, your fears.	だから、怖れることはない
I return as an enemy only to those who injured me."	……私は石を投げつけた者たちに、仕返しに来ただけなのだから････」
The Ass and the Charger	３０４．ロバと軍馬
AN ASS congratulated a Horse on being so ungrudgingly and carefully provided for,	ロバはウマが惜しみなく心をこめて扱われることが羨ましかった。
while he himself had scarcely enough to eat and not even that without hard work.	一方自分は重労働なくして腹いっぱい食べることはまずありえなかったし、そうしてさえ十分ではないこともあった。
But when war broke out, a heavily armed soldier mounted the Horse, and riding him to the charge, rushed into the very midst of the enemy.	しかし、戦争が勃発すると、重武装した兵士がウマに跨り、敵の真っただ中へウマを駆って突進して行った。
The Horse was wounded and fell dead on the battlefield.	そして、ウマは戦いの際に傷を負って死んでしまった。
Then the Ass, seeing all these things, changed his mind, and commiserated the Horse.	これら全てを見届けたロバは、考えを変えて、ウマを哀れんだ。
The Eagle and His Captor	３０５．ワシとワシを捕まえた男
AN EAGLE was once captured by a man, who immediately clipped his wings and put him into his poultry-yard with the other birds,	ある日のこと、ワシが人間に捕まり、羽を切り取られると、他の鳥たちと一緒にニワトリ小屋に入れられた。
at which treatment the Eagle was weighed down with grief.	このように扱われて、ワシは悲しみで打ちひしがれていた。
Later, another neighbor purchased him and allowed his feathers to grow again.	その後、隣人がワシを買い求め、もう一度羽を生えさせてやった。
The Eagle took flight, and pouncing upon a hare, brought it at once as an offering to his benefactor.	ワシは舞い上がると、ウサギに襲いかかり、恩人への贈り物として持っていこうとした。
A Fox, seeing this, exclaimed,	するとこれを見ていたキツネが声高に言った。
"Do not cultivate the favor of this man,	「この人の善意を耕しても仕方がない。
but of your former owner,	それよりも以前君を捕まえた男の善意を芽生えさせよ。
lest he should again hunt for you and deprive you a second time of your wings."	彼がまた君を捕まえ、羽を奪わぬようにね」
The Bald Man and the Fly	３０６．禿頭とアブ
A FLY bit the bare head of a Bald Man	アブが禿頭に噛みついた。
who, endeavoring to destroy it, gave himself a heavy slap.	男はアブを殺そうと、ピシャリと頭を叩いた。
Escaping, the Fly said mockingly,	しかし、アブはさっとよけると嘲るように言った。
"You who have wished to revenge, even with death, the Prick of a tiny insect, see what you have done to yourself to add insult to injury?'	「小さな虫が刺しただけなのに、あんたは命を奪おうと、とんだ復讐劇を企てて、自分で自分を痛めた日にゃどうするんだい？」
The Bald Man replied,	すると男はこう言い返した。
"I can easily make peace with myself,	「自分自身と和解するのは簡単なことだ。
because I know there was no intention to hurt.	わざと痛めつけようとしたのではないことは承知しているからな。
But you, an ill-favored and contemptible insect who delights in sucking human blood, I wish that I could have killed you even if I had incurred a heavier penalty."	だが、たとえ痛い思いをしたとしても、お前のような、人の血を吸って喜ぶような不快で下劣な虫けらを、私はゆるしておけないのだ」
The Olive-Tree and the Fig-Tree	３０７．オリーブの木とイチジクの木
THE OLIVE-TREE ridiculed the Fig-Tree	オリーブの木がイチジクの木を嘲った。
because, while she was green all the year round, the Fig-Tree changed its leaves with the seasons.	というのも、オリーブは一年中緑の葉をつけているのに、イチジクの木は季節によって葉を落とすからだった。
A shower of snow fell upon them,	すると、そこへあられが降ってきた。
and, finding the Olive full of foliage, it settled upon its branches and broke them down with its weight,	あられは、オリーブがたくさん葉をつけているので、そこにとりつき、そしてその重みで枝を折った。
at once despoiling it of its beauty and killing the tree.	こうしてオリーブは、あっという間にしおれて、枯れてしまった。
