TALES OF TROY: ULYSSES THE SACKER OF CITIES	トロイア物語：都市の略奪者ユリシーズ
for then the Trojans would simply burn the machine and them within it.	それというのも、そうなったらトロイア軍は仕掛けとその中にいる自分たちを、ただ焼けばよいのだから。
But Sinon said:	しかしシノーンはこう言った。
"Miserable man that I am,	「俺は哀れな男よの。
whom the Greeks hate and the Trojans are eager to slay!"	ギリシア軍には憎まれ、トロイア軍は殺したがる。」
When the Trojans heard that the Greeks hated him, they were curious, and asked who he was, and how he came to be there.	トロイア軍は、ギリシア軍が憎んでいるというのを聞きつけ、好奇心を抱き、彼が誰で、どうやってここにいるのか尋ねた。
"I will tell you all, oh King!"	「ああ王様、全てをお話しいたしましょう。」
he answered Priam.	とシノーンはプリアモスに答えた。
"I was a friend and squire of an unhappy chief, Palamedes,	「私は不運な大将パラメーデースの友にして従者でした。
whom the wicked Ulysses hated and slew secretly one day, when he found him alone, fishing in the sea.	邪まなユリシーズはパラメーデースを憎んでいて、ある日彼が一人で海で釣をしているのを見つけると、こっそり殺したのです。
I was angry, and in my folly I did not hide my anger, and my words came to the ears of Ulysses.	私は怒り、愚かなことに、怒りを隠そうとはせず、我が言葉はユリシーズの耳に入ったのです。
From that hour he sought occasion to slay me.	そのときから、彼は私を殺す機会を探したのです。
Then Calchas--"	そうしてカルカースは....」
here he stopped, saying:	ここで言葉を切り、また語り始めた。
"But why tell a long tale?	「だがなんで長々と物語るのか。
If you hate all Greeks alike, then slay me;	あなたがたが同様にギリシア人をみな憎んでいるのなら、私を殺すがいい。
this is what Agamemnon and Ulysses desire;	それがアガメムノーンとユリシーズが望んでいること。
Menelaus would thank you for my head."	メネラーオスは我が首に感謝しましょうぞ。」
The Trojans were now more curious than before.	トロイア軍は今や以前にもまして好奇心をかきたてられた。
They bade him go on, and he said that the Greeks had consulted an Oracle, which advised them to sacrifice one of their army to appease the anger of the Gods and gain a fair wind homewards.	彼に続けるよう命じ、そしてシノーンはギリシア軍が神官に意見を求めると、神々の怒りを宥め、故国へむけて順風を得るには軍隊の中の一人を生贄に捧げるとよいと助言したと言った。
"But who was to be sacrificed?	「だが誰を生贄にするのか。
They asked Calchas, who for fifteen days refused to speak.	カルカースに尋ねると、十五日の間語るのを拒んだのです。
At last, being bribed by Ulysses, he pointed to me, Sinon, and said that I must be the victim.	ついに彼はユリシーズに買収されて、私シノーンを指さし、私が犠牲とならなくてはならないと言ったのです。
I was bound and kept in prison,	私は縛られ牢に入れられました。
while they built their great horse as a present for Pallas Athene the Goddess.	一方、みんなはパラス・アテーナー女神への贈物として大きな木馬を造りはじめました。
They made it so large that you Trojans might never be able to drag it into your city;	あなたがたトロイア人が町に引き入れることが決してできないように、かくも大きく造ったのです。
while, if you destroyed it, the Goddess might turn her anger against you.	その上、あなたがたが木馬を壊せば、女神はあなたがたに怒りを向けるでしょう。
And now they have gone home to bring back the image that fell from heaven, which they had sent to Greece, and to restore it to the Temple of Pallas Athene, when they have taken your town,	さてあなたがたの町を陥したら、ギリシア軍は天から落ちてきた像をもって故郷へ戻り、この像をギリシアへと運び、パラス・アテーネー女神の神殿に戻したことでしょう。
for the Goddess is angry with them for that theft of Ulysses."	なぜならユリシーズの盗みゆえに女神はギリシア軍にお怒りですから。」
The Trojans were foolish enough to believe the story of Sinon, and they pitied him and unbound his hands.	トロイア軍は愚かにもシノーンの話を信じこみ、彼を不憫に思い、手の縛めをほどいた。
Then they tied ropes to the wooden horse, and laid rollers in front of it, like men launching a ship, and they all took turns to drag the horse up to the Scaean gate.	それから木馬に綱を結び、船を進水するように、その前にコロを敷き、みんなで交替で木馬をスカイアイ門の方へとひっぱった。
Children and women put their hands to the ropes and hauled, and with shouts and dances, and hymns they toiled, till about nightfall the horse stood in the courtyard of the inmost castle.	子供も女も綱をつかんでひっぱり、叫び、踊り、讃歌を歌いながら、せっせと働き、夕暮れ頃には木馬は最奥の城の中庭に立っていた。
