The Great Gatsby	グレイト・ギャツビー
When I passed the ashheaps on the train that morning I had crossed deliberately to the other side of the car.	あの朝、ぼくを乗せた列車が灰の山を通りすぎる際、ぼくは意図的に車両の反対側に移動した。
I suppose	ぼくはこう考えていた。
there’d be a curious crowd around there all day with little boys searching for dark spots in the dust, and some garrulous man telling over and over what had happened, until it became less and less real even to him and he could tell it no longer, and Myrtle Wilson’s tragic achievement was forgotten.	物見高い連中があたりに一日中うろうろしていて、子どもたちといっしょに塵の中の暗点を探し、どこかのおしゃべりな男があれやこれやとその出来事について語っていたけれど、やがてその話もどんどん現実から乖離、終いにはもはや語ることすらなくなってしまい、そしてマートル・ウィルソンを襲った悲劇も忘れ去れていくのだろう、と。
Now I want to go back a little and tell what happened at the garage after we left there the night before.	ここですこし話をさかのぼり、あの夜ぼくらが去った後のガレージで起きたことを話しておきたい。
They had difficulty in locating the sister, Catherine.	マートルの妹、キャサリンを捕まえるのは人々にとって困難なことだった。
She must have broken her rule against drinking that night,	あの夜彼女は飲酒について自らに課したルールを破っていたに違いない。
for when she arrived she was stupid with liquor and unable to understand that the ambulance had already gone to Flushing.	やってきた彼女は馬鹿みたいに酔っていて、救急車はもうすでにフラッシングに行ってしまったということを理解しようとしなかった。
When they convinced her of this, she immediately fainted, as if that was the intolerable part of the affair.	それをよってたかって納得させられたとたん、その事件がまさに耐えがたいことであったのか、彼女は気絶してしまった。
Some one, kind or curious, took her in his car and drove her in the wake of her sister’s body.	だれかが、親切心からか好奇心からか、キャサリンを自分の車に乗せ、姉の遺体が臥されているところまで運んでやった。
Until long after midnight a changing crowd lapped up against the front of the garage, while George Wilson rocked himself back and forth on the couch inside.	夜が更けてもなお野次馬たちが入れ代わり立ち代わりガレージの正面に押し寄せてきたが、ジョージ・ウィルソンはといえば中の寝椅子の上で体を前後に揺するばかりだった。
For a while the door of the office was open, and every one who came into the garage glanced irresistibly through it.	しばらくの間は事務所のドアが開放されていたために、ガレージを訪れるものはみな、否応なく、かれの姿を目にするはめになった。
