THE DEAD	死者たち
as if, at that hour when he had hoped to triumph, some impalpable and vindictive being was coming against him, gathering forces against him in its vague world.	まるで、彼が勝利を望んだその時に、何か実体のない執念深い存在が彼に対抗して現れ、彼に対抗してその漠然とした世界の中で力を結集しているかのように感じた。
But he shook himself free of it with an effort of reason and continued to caress her hand.	しかし彼は理性の努力によりそれを振り払い、彼女の手を愛撫し続けた。
He did not question her again,	彼はもう彼女に質問しなかった。
for he felt that she would tell him of herself.	彼女が自ら語るだろうと思ったからだ。
Her hand was warm and moist:	彼女の手は温かく湿っていた。
it did not respond to his touch, but he continued to caress it just as he had caressed her first letter to him that spring morning.	それは彼が触れても反応しなかったが、彼はそれを、あの春の朝、彼女の最初の彼への手紙を愛撫したのとまったく同じように愛撫し続けた。
"It was in the winter,"	「冬だったわ、」
she said,	彼女は言った、
"about the beginning of the winter when I was going to leave my grandmother's and come up here to the convent.	「冬の初めの頃、私がおばあさんのところを離れてこっちの修道院へ出てこようとしていた時。
And he was ill at the time in his lodgings in Galway and wouldn't be let out, and his people in Oughterard were written to.	その時彼は病気でゴールウェイの下宿にいて外に出してもらえず、オウテラードの彼の家族には手紙で知らされたわ。
He was in decline, they said, or something like that.	彼は衰弱しているとか、そのようなことだったわ。
I never knew rightly."	私にははっきりとはわからなかった。」
She paused for a moment and sighed.	彼女はちょっと休んで、ため息をついた。
"Poor fellow,"	「かわいそうに、」
she said.	彼女は言った、
"He was very fond of me and he was such a gentle boy.	「彼は私のことがとても好きだったしすごくやさしい少年だった。
We used to go out together, walking, you know, Gabriel, like the way they do in the country.	私たちはいつも一緒に出かけて、歩いたわ、ねえ、ゲイブリエル、いなかの人がするように。
He was going to study singing only for his health.	彼は健康さえ許せば歌を勉強しに行っていたの。
He had a very good voice, poor Michael Furey."	彼はとてもいい声だった、かわいそうなマイケル・フューレイ。」
"Well;	「そう、
and then?"	それで？」
asked Gabriel.	とゲイブリエルは尋ねた。
"And then when it came to the time for me to leave Galway and come up to the convent he was much worse and I wouldn't be let see him so I wrote him a letter saying I was going up to Dublin and would be back in the summer, and hoping he would be better then."	「それから私がゴールウェイを離れて修道院に出てくるという時には彼はずっと悪くなって、私は彼に会わせてもらえないので彼へ手紙を書いて、私はダブリンに出るところで夏には戻ってくる、その頃には彼もよくなっているだろうと言ったの。」
She paused for a moment to get her voice under control, and then went on:	彼女はちょっと休んで声を抑制し、それから続けた。
"Then the night before I left, I was in my grandmother's house in Nuns' Island, packing up, and I heard gravel thrown up against the window.	「そして私が出発する前の夜、私はナンズアイランドのおばあさんの家で、荷物を詰めていて、投げた砂利が窓にぶつかるのを聞いたの。
The window was so wet I couldn't see, so I ran downstairs as I was and slipped out the back into the garden and there was the poor fellow at the end of the garden, shivering."	窓はすっかりぬれていて見えなかった、それで私はそのまま階段を駆け下りて、そっと裏から庭に出ると、庭のはずれにかわいそうに、彼がいたの、震えながら。」
"And did you not tell him to go back?"	「それで彼に帰るように言わなかったの？」
asked Gabriel.	とゲイブリエルは尋ねた。
"I implored of him to go home at once and told him he would get his death in the rain.	「私は彼にすぐに家へ帰るように懇願したし雨の中で彼は死んでしまうと言ったわ。
But he said he did not want to live.	でも彼は生きていたくないと言った。
I can see his eyes as well as well!	私には彼の目がよくよく見える！
He was standing at the end of the wall where there was a tree."	彼は木が一本ある壁の端に立っていたわ。」
"And did he go home?"	「それで彼は家へ帰った？」
asked Gabriel.	とゲイブリエルは尋ねた。
"Yes, he went home.	「ええ、彼は家へ帰った。
And when I was only a week in the convent he died and he was buried in Oughterard, where his people came from.	そして私が修道院に来てたった一週間で彼は死んで、一家の郷里のオウテラードに葬られた。
O, the day I heard that, that he was dead!"	ああ、あの、彼が死んだことを聞いた日！」
She stopped, choking with sobs, and, overcome by emotion, flung herself face downward on the bed, sobbing in the quilt.	彼女は話を止め、すすり泣きにむせび、そして、激しい感情に圧倒され、うつぶせにベッドに身を投げ出し、キルトの中ですすり泣いていた。
Gabriel held her hand for a moment longer, irresolutely, and then, shy of intruding on her grief, let it fall gently and walked quietly to the window.	ゲイブリエルは一瞬長く、優柔不断に彼女の手を取っていたが、それから、彼女の悲しみに思い切って立ち入ることができず、優しくそれを置き、静かに窓へと歩いた。
She was fast asleep.	彼女は熟睡した。
Gabriel, leaning on his elbow, looked for a few moments unresentfully on her tangled hair and half-open mouth, listening to her deep-drawn breath.	ゲイブリエルはひじをつき、しばらくの間、腹を立てることもなく彼女のもつれた髪と開き気味の口を眺め、彼女が深く息を吸い込む音を聞いていた。
So she had had that romance in her life:	そうすると彼女の人生にはあんなロマンスがあったのだ。
